Agreement,Agreementname,ACCT,Territory,Region,TransactionDate,EE,ND,SD,GR,WW,Other,TOTAL,DOCS,AccountName,QuotaEE,QuotaND,QuotaSD,QuotaGR,QuotaWW,QuotaOther,LastYearEE,LastYearND,LastYearSD,LastYearGR,LastYearWW,LastYearOther,Year,Period
    ,,180028,QUE2 ,Quebec,6/16/2020,0,224.78,0,0,0,16.69,241.47,17,LABORATOIRE ORTHODONTIC PLUS LTEE,0,791.06,0,0,0,60.36,0,768.02,0,0,0,58.6,2020,6
    ,,95923,ATL1 ,Atlantic,6/16/2020,0,11.23,0,0,0,0,11.23,1,INNOVATIVE HEARING SOLUTIONS INC.,1.08,0,0,0,0,2.84,1.05,0,0,0,0,2.76,2020,6
    ,,229181,QUE1 ,Quebec,6/16/2020,0,40.1,0,0,0,6.5,46.6,3,VILLE DE LONGUEUIL,0,79.83,0,0,0,0,0,77.5,0,0,0,0,2020,6
    ,,237629,ONTA ,central,6/16/2020,0,38.06,0,0,0,0,38.06,3,LBS GROUP,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
739,Altima Dental Canada                              ,237899,ONTA ,central,6/16/2020,0,15.48,0,0,0,0,15.48,2,MCI-THE DOCTOR'S OFFICE,0,27.04,0,0,0,0,0,26.25,0,0,0,0,2020,6
248,Swiftpost                                         ,249666,999,central,6/16/2020,0,91.41,0,0,0,0,91.41,7,DOVER 13 INC. (FRISKY BEAVER),0,0,0,0,0,0,0,0,0,0,0,0,2020,6
    ,,54282,WEST ,west,6/16/2020,1.23,0,0,0,0,2.67,3.9,2,CRS INSURANCE LTD,7.84,0,0,0,0,5.55,7.61,0,0,0,0,5.39,2020,6
909,PACE Savings & Credit Union                       ,242300,ONTA ,central,6/16/2020,0,40.3,0,0,0,0,40.3,2,PACE CREDIT UNION,0,55.6,0,0,0,6.13,0,53.98,0,0,0,5.95,2020,6
    ,,3098,ONTA ,central,6/16/2020,4.48,0,0,0,0,7.22,11.7,6,DESPRES PACEY INSURANCE,10.31,0,0,0,0,9.31,10.01,0,0,0,0,9.04,2020,6
    ,,246727,ONTC ,central,6/16/2020,0,11.58,0,0,0,0.85,12.43,1,DRAGA VISION CARE,0,11.44,0,0,0,0.88,0,11.11,0,0,0,0.85,2020,6
    ,,227570,ONTA ,central,6/16/2020,0,18.33,0,0,0,1.7,20.03,2,POWERCORP CAPITAL INC.,0,39.87,0,0,0,3.5,0,38.71,0,0,0,3.4,2020,6
    ,,103185,WEST ,west,6/16/2020,7.63,0,0,0,0,19.67,27.3,14,ANDREW AGENCIES LTD,10.82,0,0,0,0,28.43,10.5,0,0,0,0,27.6,2020,6
    ,,233296,ONTC ,central,6/16/2020,0,23.16,0,0,0,0,23.16,2,INTERFACE,0,106.39,0,0,0,0,0,103.29,0,0,0,0,2020,6
    ,,228358,QUE2 ,Quebec,6/16/2020,24.4,0,0,0,0,5.62,30.02,6,GOSSELIN COURTIERS D'ASSURANCES,35.72,0,0,0,0,2.86,34.68,0,0,0,0,2.78,2020,6
234,Intact Financial Corporation                      ,2310,CORP2,central,6/16/2020,27.53,0,0,0,0,2.67,30.2,7,CANADA BROKERLINK (ONTARIO) INC.,37.66,7.48,0,0,0,13.19,36.56,7.26,0,0,0,12.81,2020,6
    ,,32540,ONTC ,central,6/16/2020,0,51.53,0,0,0,0,51.53,5,ALLIANZ GLOBAL ASSISTANCE,0,78.42,0,0,0,0,0,76.14,0,0,0,0,2020,6
612,FYIdoctors                                        ,145585,BC1  ,central,6/16/2020,0,61.73,0,0,0,5.5,67.23,7,FYI EYE CARE SERVICES AND PRODUCTS,0,174.19,0,0,0,0,0,169.12,0,0,0,0,2020,6
    ,,17533,WEST ,west,6/16/2020,1.96,0,0,0,0,1.94,3.9,2,SUNLIFE,7.95,0,0,0,0,0,7.72,0,0,0,0,0,2020,6
    ,,3597,ONTA ,Quebec,6/16/2020,0,55.98,0,0,0,0,55.98,6,THOMSON  JEMMETT VOGELZANG,0,192.71,0,0,0,0,0,187.1,0,0,0,0,2020,6
    ,,240861,ONTC ,central,6/16/2020,9.95,0,0,0,0,4.53,14.48,6,ALIGNED INSURANCE INC,41.99,0,0,0,0,75.67,40.77,0,0,0,0,73.47,2020,6
    ,,174298,QUE2 ,Quebec,6/16/2020,0,11.23,0,0,0,60.85,72.08,2,VISION 5,0,33.28,0,0,0,2.63,0,32.31,0,0,0,2.55,2020,6
    ,,225868,ONTC ,central,6/16/2020,0,70.61,0,0,0,0,70.61,5,NORFOLK FAMILY EYE CARE,0,234.76,0,0,0,0,0,227.92,0,0,0,0,2020,6
    ,,230145,WEST ,west,6/16/2020,0,33.69,0,0,0,2.55,36.24,3,ROMADENT CERAMICS DENTAL LAB LTD,0,78.4,0,0,0,6.13,0,76.12,0,0,0,5.95,2020,6
    ,,15839,ONTC ,central,6/16/2020,7.41,0,0,0,0,12.09,19.5,11,BOGGS FINANCIAL INC.,2.16,0,0,0,0,5.69,2.1,0,0,0,0,5.52,2020,6
    ,,239325,WEST ,west,6/16/2020,0,33.65,0,0,0,2.73,36.38,1,DISCOUNT CAR & TRUCK RENTALS,0,95.28,0,0,0,1.75,0,92.5,0,0,0,1.7,2020,6
    ,,248800,WEST ,west,6/16/2020,0,42.12,0,0,0,2.35,44.47,2,"DR. GEORGIE EVANS, PODIATRIST",5.47,0,0,0,0,0,5.31,0,0,0,0,0,2020,6
    ,,63498,QUE1 ,Quebec,6/16/2020,1.09,0,0,0,0,2.81,3.9,2,CLAUDE BROUILLARD,12.59,0,0,0,0,14.88,12.22,0,0,0,0,14.45,2020,6
769,Luxottica                                         ,236165,CORP2,west,6/16/2020,0,32.46,0,0,0,1.45,33.91,4,PEARLE #5801 (LUX),0,109.99,0,0,0,0,0,106.79,0,0,0,0,2020,6
    ,,18433,WEST ,west,6/16/2020,0,78.08,0,0,0,3.34,81.42,5,VANTA GROUP,0,306.82,0,0,0,0,0,297.88,0,0,0,0,2020,6
    ,,216870,WEST ,west,6/16/2020,0,69.8,0,0,0,3.9,73.7,5,BELFOR PROPERTY RESTORATION,0,149.92,0,0,0,0,0,145.55,0,0,0,0,2020,6
    ,,82228,QUE1 ,Quebec,6/16/2020,3.41,16.7,0,0,0,0,20.11,2,TRADEX MANAGEMENT INC.,1.08,16.5,0,0,0,2.84,1.05,16.02,0,0,0,2.76,2020,6
    ,,98018,ONTC ,central,6/16/2020,0,116.88,0,0,0,0,116.88,7,KNIAZIEW OPTOMETRY,0,91.9,0,0,0,0,0,89.22,0,0,0,0,2020,6
    ,,30291,BC1  ,west,6/16/2020,59.65,77.24,0,0,0,0.15,137.04,17,HUB INTERNATIONAL,72.41,97.88,0,0,0,9.2,70.3,95.03,0,0,0,8.93,2020,6
    ,,246580,QUE1 ,Quebec,6/16/2020,0,39,0,0,0,0,39,2,LMC DIABETES & ENDOCRINOLOGY LTD.,0,45.77,0,0,0,0,0,44.44,0,0,0,0,2020,6
    ,,30563,BC1  ,west,6/16/2020,22.98,0,0,0,0,4.42,27.4,13,LEADERS INSURANCE AGENCIES,48.19,0,0,0,0,6.36,46.79,0,0,0,0,6.17,2020,6
    ,,2489,ONTC ,central,6/16/2020,17.98,0,0,0,0,3.88,21.86,9,NICOL INSURANCE INC.,17.6,0,0,0,0,3.74,17.09,0,0,0,0,3.63,2020,6
    ,,173288,WEST ,west,6/16/2020,0,79.86,0,0,0,52.46,132.32,3,TOWER OPTOMETRIC SERVICES,0,87.84,0,0,0,0,0,85.28,0,0,0,0,2020,6
    ,,165438,ONTC ,central,6/16/2020,0,11.23,0,0,0,0,11.23,1,DENTAL BOUTIQUE,0,33.98,0,0,0,0,0,32.99,0,0,0,0,2020,6
    ,,113842,QUE2 ,Quebec,6/16/2020,0,11.23,0,0,0,0,11.23,1,GROUPE SANTE DENTAIRE,0,68.68,0,0,0,0,0,66.68,0,0,0,0,2020,6
    ,,131582,QUE1 ,Quebec,6/16/2020,2.3,0,0,0,0,1.6,3.9,2,GROUPE SERVICES FIN. 2000,17.94,0,0,0,0,38.57,17.42,0,0,0,0,37.45,2020,6
    ,,234855,ATL1 ,Atlantic,6/16/2020,0,20.07,0,0,0,1.12,21.19,1,PARASCAN DENTAL,0,99.86,0,0,0,0,0,96.95,0,0,0,0,2020,6
    ,,92515,ONTC ,central,6/16/2020,5.35,17.74,0,0,0,0,23.09,2,GEORGE & EDMISON PARTNERS,18.34,0,0,0,0,3.64,17.81,0,0,0,0,3.53,2020,6
741,Jean Fortin & Associes Syndics                    ,206268,QUE1 ,Quebec,6/16/2020,0,17.36,0,0,0,0,17.36,2,JEAN FORTIN & ASSOCIES SYNDICS,0,34.32,0,0,0,0,0,33.32,0,0,0,0,2020,6
    ,,60769,BC1  ,west,6/16/2020,3.27,8.1,0,0,0,8.43,19.8,7,ACTIVE INSURANCE & FINANCIAL,14.82,8,0,0,0,1.99,14.39,7.77,0,0,0,1.93,2020,6
186,Primerica Life Insurance Company of Canada        ,34629,CORP1,west,6/16/2020,0,11.29,0,0,0,0.63,11.92,1,PRIMERICA LIFE GORDON KOPP,0,60.07,0,0,0,0,0,58.32,0,0,0,0,2020,6
    ,,2737,ONTC ,central,6/16/2020,14.17,0,0,0,0,17.03,31.2,16,CANADA BROKERLINK,38.93,0,0,0,0,29.66,37.8,0,0,0,0,28.8,2020,6
    ,,124914,ONTA ,central,6/16/2020,1.09,0,0,0,0,2.81,3.9,2,ALTA VISTA PLANNING PARTNERS INC.,4.92,0,0,0,0,2.93,4.78,0,0,0,0,2.84,2020,6
    ,,32036,WEST ,west,6/16/2020,1.09,0,0,0,0,2.81,3.9,2,RIGBY INSURANCE LTD,29.06,0,0,0,0,15.18,28.21,0,0,0,0,14.74,2020,6
    ,,17331,WEST ,west,6/16/2020,24.58,0,0,0,0,0.98,25.56,8,KIRKHAM INSURANCE LTD,70.73,0,0,0,0,22.94,68.67,0,0,0,0,22.27,2020,6
205,Hakim Optical                                     ,214607,CORP1,central,6/16/2020,0,7.76,0,0,0,0,7.76,1,HAKIM OPTICAL,0,13.23,28.92,0,0,0,0,12.84,28.08,0,0,0,2020,6
    ,,246571,ONTC ,central,6/16/2020,0,58.67,0,0,0,4.25,62.92,5,GO GLASS AND ACCESSORIES,0,68.66,0,0,0,5.25,0,66.66,0,0,0,5.1,2020,6
    ,,248127,ONTA ,central,6/16/2020,1.09,0,0,0,0,2.81,3.9,2,RENOTOWN,1.08,0,0,0,0,2.84,1.05,0,0,0,0,2.76,2020,6
    ,,232811,QUE2 ,Quebec,6/16/2020,0,51.55,0,0,0,0,51.55,3,LES BRANCHES ET LUNETTERIE,0,115,0,0,0,0,0,111.65,0,0,0,0,2020,6
    ,,97798,ONTA ,central,6/16/2020,0,58.81,0,0,0,0,58.81,5,KALTENBOCK OPTICIANS,0,47.77,0,0,0,0,0,46.38,0,0,0,0,2020,6
    ,,6586,WEST ,west,6/16/2020,4.36,0,0,0,0,11.24,15.6,8,TEAM INSURANCE BROKERS,4.46,0,0,0,0,7.31,4.33,0,0,0,0,7.1,2020,6
    ,,48129,QUE2 ,Quebec,6/16/2020,11.42,0,0,0,0,0.15,11.57,4,GRP FINANCIER DES BOIS-FRANCS INC,12.36,0,0,0,0,4.2,12,0,0,0,0,4.08,2020,6
140,Pharmacie Gregoire Arakelian                      ,249618,QUE1 ,Quebec,6/16/2020,0,56.33,0,0,0,0,56.33,8,PHARMACIE GREGOIRE ARAKELIAN,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
    ,,232047,ONTC ,central,6/16/2020,2.3,0,0,15.81,0,16.6,34.71,3,BROKERLINK,15.84,0,0,0,0,11.41,15.38,0,0,0,0,11.08,2020,6
    ,,116092,QUE1 ,Quebec,6/16/2020,0,251.31,0,0,0,0,251.31,10,GRANGER BERNIER ET ASSOC. INC.,0,526.72,0,0,0,6.7,0,511.38,0,0,0,6.5,2020,6
    ,,107688,QUE2 ,Quebec,6/16/2020,26.25,0,0,0,0,0.75,27,12,SERVICES FINANCIERS,74.16,18.52,0,0,0,3.46,72,17.98,0,0,0,3.36,2020,6
    ,,231207,ONTA ,central,6/16/2020,0,11.58,0,0,0,0.85,12.43,1,JIAHUA DENTAL INFORMATION,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
    ,,239504,ONTA ,central,6/16/2020,0,34.04,0,0,0,0,34.04,3,DR. MILLER & DR. TILIS,0,100.54,0,0,0,0,0,97.61,0,0,0,0,2020,6
24,Service de Location Hearing Care of America       ,145958,QUE1 ,Quebec,6/16/2020,38.84,0,0,0,0,0,38.84,4,S.L.H.C.A.,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
112,Dentaurum Canada                                  ,215388,QUE2 ,Quebec,6/16/2020,0,9.69,0,0,0,0,9.69,1,ORTHO-DENT INC,0,17.03,0,0,0,0,0,16.53,0,0,0,0,2020,6
    ,,244658,BC1  ,west,6/16/2020,0,44.67,0,0,0,2.5,47.17,1,OPTICANADA EYECARE,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
    ,,246139,WEST ,west,6/16/2020,0,36.78,0,0,0,0,36.78,3,SYNERGY DIGITAL DENTAL ARTS,0,126.72,0,0,0,0,0,123.03,0,0,0,0,2020,6
    ,,163568,ONTA ,Quebec,6/16/2020,0,9.57,0,0,0,0,9.57,1,SERVICE MASTER,0,21.25,0,0,0,0,0,20.63,0,0,0,0,2020,6
    ,,202002,QUE2 ,Quebec,6/16/2020,0,58.62,0,0,0,0,58.62,5,CLIN. D'OPTO. EMERILLON,0,107.65,0,0,0,0,0,104.51,0,0,0,0,2020,6
    ,,216714,BC1  ,west,6/16/2020,0,11.23,0,0,0,0,11.23,1,VIEWMAX ENTERPRISE,0,0,23.61,0,0,0,0,0,22.92,0,0,0,2020,6
    ,,95491,ONTC ,central,6/16/2020,0,103.64,0,0,0,0,103.64,7,DR. DAKERS,0,91.25,0,0,0,0,0,88.59,0,0,0,0,2020,6
    ,,241546,WEST ,west,6/16/2020,0,58.91,0,0,0,3.3,62.21,1,EYELAND OPTOMETRY,0,149.66,0,0,0,11.33,0,145.3,0,0,0,11,2020,6
    ,,112122,BC1  ,west,6/16/2020,0,94.08,0,0,0,3.39,97.47,5,KERRISDALE OPTICAL,0,389.05,15.74,0,0,0,0,377.72,15.28,0,0,0,2020,6
    ,,3746,ONTC ,central,6/16/2020,1.09,0,0,0,0,2.81,3.9,2,CRAIG MCDONALD REDDON,37.17,0,0,0,0,23.7,36.09,0,0,0,0,23.01,2020,6
    ,,218588,WEST ,west,6/16/2020,0,128.14,0,0,0,12.68,140.82,14,MILLENNIUM INSURANCE CO.,0,87.06,0,0,0,8.76,0,84.52,0,0,0,8.5,2020,6
77,JFR Canada Inc Sagi Distribution                  ,245964,QUE1 ,Quebec,6/16/2020,0,94.65,0,0,0,36.01,130.66,3,LES BINOCLES D'AGNES,56.22,268.15,0,17.77,0,1.76,54.58,260.34,0,17.25,0,1.71,2020,6
14,Lunetterie New Look                               ,95300,QUE1 ,Quebec,6/16/2020,0,109.77,0,0,0,0,109.77,6,IRIS CLINIQUE VISUELLE #358,0,194.61,0,0,0,0,0,188.94,0,0,0,0,2020,6
    ,,240745,BC1  ,west,6/16/2020,12.67,0,0,0,0,3.67,16.34,8,ECHLIN FINANCIAL,21.95,0,0,0,0,19.33,21.31,0,0,0,0,18.77,2020,6
950,Bailey Nelson Canada Inc                          ,245897,BC1  ,west,6/16/2020,0,17.92,0,0,0,0.59,18.51,2,OLLIE QUINN CANADA INC.,0,40.35,0,0,0,0,0,39.17,0,0,0,0,2020,6
    ,,175667,ONTC ,central,6/16/2020,0,25.31,0,0,0,0,25.31,2,SEA BEST ENTERPRISES INC.,0,103.18,0,0,0,0,0,100.17,0,0,0,0,2020,6
13,A13 Creditview Optical                            ,176289,ONTC ,central,6/16/2020,0,6.62,0,0,0,0,6.62,1,A13CREDITVIEW OPTICAL,0,134.38,0,0,0,0,0,130.47,0,0,0,0,2020,6
    ,,58997,QUE2 ,Quebec,6/16/2020,12.64,0,0,0,0,0,12.64,2,ASSURANCES AJA INC,25.22,0,0,0,0,2.84,24.49,0,0,0,0,2.76,2020,6
    ,,203487,BC1  ,west,6/16/2020,4.36,0,0,0,0,0,4.36,2,HOLLISWEALTH,202.95,0,0,0,0,3.63,197.04,0,0,0,0,3.52,2020,6
    ,,37731,BC1  ,west,6/16/2020,4.62,0,0,0,0,7.08,11.7,6,IPC INVESTMENT PLANNING COUNSEL,23.44,0,0,0,0,11.09,22.76,0,0,0,0,10.77,2020,6
    ,,79851,QUE1 ,Quebec,6/16/2020,0,102.84,0,0,0,5.26,108.1,6,INDUSTRIELLE ALLIANCE,0,330.09,0,0,0,0,0,320.48,0,0,0,0,2020,6
799,Hayes Quebec                                      ,237550,QUE1 ,Quebec,6/16/2020,0,0,0,0,0,60,60,1,HAYES HANDPIECE OTTAWA,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
    ,,238920,ONTA ,central,6/16/2020,0,28.21,0,0,0,0,28.21,2,GLOBAL HEARING AID CLINIC,0,11.09,0,0,0,0,0,10.77,0,0,0,0,2020,6
612,FYIdoctors                                        ,245885,BC1  ,west,6/16/2020,0,17,0,0,0,0,17,2,CLARITY EYECARE,0,18.97,0,0,0,0,0,18.42,0,0,0,0,2020,6
    ,,246640,QUE1 ,Quebec,6/16/2020,13.04,0,0,0,0,1.94,14.98,4,LAPIERE SERVICE FINANCIER,38.04,0,0,0,0,0.22,36.93,0,0,0,0,0.21,2020,6
    ,,200258,ONTC ,central,6/16/2020,3.27,0,0,0,0,4.53,7.8,4,NICOL INSURANCE INC.,6.49,0,0,0,0,13.13,6.3,0,0,0,0,12.75,2020,6
    ,,236321,ONTA ,central,6/16/2020,0,56.5,0,0,0,0,56.5,5,YORKVILLE AUDIOLOGY,0,81.71,0,0,0,0,0,79.33,0,0,0,0,2020,6
    ,,96935,BC1  ,west,6/16/2020,0,96.41,0,0,0,2.26,98.67,7,WHITE ROCK OPTOMETRY EYE CLINIC,0,392.21,15.74,0,0,0,0,380.79,15.28,0,0,0,2020,6
    ,,217202,ONTA ,central,6/16/2020,76.49,0,0,0,0,2.67,79.16,7,BROKERTEAM INSURANCE SOLUTIONS INC.,140.87,0,0,0,0,5.5,136.77,0,0,0,0,5.34,2020,6
    ,,230958,BC1  ,west,6/16/2020,0,44.92,0,0,0,0,44.92,4,EYEMAX EYECARE,0,84.46,15.74,0,0,0,0,82,15.28,0,0,0,2020,6
    ,,245337,WEST ,west,6/16/2020,10.33,0,0,0,0,5.97,16.3,7,SEDGWICK CMS CANADA,25.71,0,0,0,0,22.72,24.96,0,0,0,0,22.06,2020,6
    ,,249358,BC1  ,west,6/16/2020,2.18,0,0,0,0,5.62,7.8,4,COAST CLAIMS SERVICE LTD.,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
    ,,241387,BC1  ,west,6/16/2020,0,11.94,0,0,0,0,11.94,1,FOCAL POINT OPTOMETRY,0,232.06,0,0,0,0,0,225.3,0,0,0,0,2020,6
31,Western Financial Group                           ,227381,WEST ,west,6/16/2020,12.93,9.09,0,0,0,0,22.02,3,WESTERN COAST INSURANCE SERVICES,21.4,27.42,0,0,0,0.05,20.78,26.62,0,0,0,0.05,2020,6
961,Miracle Ear Canada Ltd                            ,175361,ONTC ,west,6/16/2020,0,7.28,0,0,0,0,7.28,1,AMPLIFON,0,105,0,0,0,9.27,0,101.94,0,0,0,9,2020,6
    ,,23994,ATL1 ,Atlantic,6/16/2020,0,40.14,0,0,0,2.24,42.38,2,SERVICEMASTER OF TRURO,0,119.83,0,0,0,0,0,116.34,0,0,0,0,2020,6
    ,,248802,WEST ,west,6/16/2020,4.64,0,0,0,0,7.06,11.7,7,BRIO INSURANCE,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
    ,,95469,QUE1 ,Quebec,6/16/2020,0,11.94,0,0,0,0,11.94,1,"PRIZANT & BASTIEN, DR'S",0,194.42,0,0,0,0,0,188.76,0,0,0,0,2020,6
612,FYIdoctors                                        ,95729,BC1  ,central,6/16/2020,0,68,0,0,0,5.95,73.95,8,FYIDOCTORS-MISSISSAUGA,0,231.86,0,0,0,19.26,0,225.11,0,0,0,18.7,2020,6
    ,,116210,QUE2 ,Quebec,6/16/2020,0,107.21,0,0,0,0,107.21,5,CLINIQUE VISUELLE HARVEY & SAVARD,0,95.66,0,0,0,0,0,92.87,0,0,0,0,2020,6
769,Luxottica                                         ,247971,CORP2,Atlantic,6/16/2020,0,71.5,0,0,0,4,75.5,2,SUNGLASS HUT - C274 BP/CABELA CANAD,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
    ,,246190,ONTA ,central,6/16/2020,9.81,0,0,0,0,14.05,23.86,13,ROBICHAUD INSURANCE,22.71,0,0,0,0,16.93,22.05,0,0,0,0,16.44,2020,6
    ,,210428,BC1  ,west,6/16/2020,30.74,0,0,0,0,0,30.74,4,REGENT PACIFIC INSURANCE SERVICES,45.54,0,0,0,0,6.12,44.21,0,0,0,0,5.94,2020,6
    ,,30540,BC1  ,west,6/16/2020,0,37.6,0,0,0,0.7,38.3,4,ITTA WEALTH MANAGEMENT,0,54.72,0,0,0,0,0,53.13,0,0,0,0,2020,6
    ,,16868,WEST ,west,6/16/2020,16.77,0,0,0,0,10.53,27.3,14,DIRECT-LINE INSURANCE INC,47.49,0,0,0,0,15.85,46.11,0,0,0,0,15.39,2020,6
769,Luxottica                                         ,236202,CORP2,west,6/16/2020,0,71.38,0,0,0,2.91,74.29,11,PEARLE #7811 (LUX),0,84.64,0,0,0,0,0,82.17,0,0,0,0,2020,6
    ,,97141,ONTC ,central,6/16/2020,0,11.58,0,0,0,0,11.58,1,RUTH'S OPTICAL,0,69.36,0,0,0,0,0,67.34,0,0,0,0,2020,6
    ,,225555,BC1  ,west,6/16/2020,39.19,11.23,0,0,0,0.15,50.57,7,CENTRAL CITY INSURANCE SERVICES,107.86,11.09,0,0,0,0,104.72,10.77,0,0,0,0,2020,6
    ,,47785,QUE2 ,Quebec,6/16/2020,-5.35,0,0,0,0,-2.45,-7.8,2,ASSURANCES MICHEL CYR INC,30.75,0,0,0,0,13.86,29.85,0,0,0,0,13.46,2020,6
    ,,30538,BC1  ,west,6/16/2020,14.86,0,0,0,0,2.96,17.82,5,BEN JONES INSURANCE AGENCIES,26.84,0,0,0,0,0,26.06,0,0,0,0,0,2020,6
914,Crawford & Company (Canada) Inc                   ,2680,ONTC ,central,6/16/2020,6.66,8.01,0,0,0,3.32,17.99,6,CRAWFORD & COMPANY (CANADA) INC.,8.65,0,0,0,0,14.89,8.4,0,0,0,0,14.46,2020,6
    ,,210077,QUE1 ,Quebec,6/16/2020,0,38.56,0,0,0,1.7,40.26,2,DR. GILBERT TREMBLAY,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
    ,,4219,ONTA ,central,6/16/2020,0,0,0,0,0,60,60,1,THE CO-OPERATORS,16.85,0,0,0,0,0,16.36,0,0,0,0,0,2020,6
    ,,115391,WEST ,west,6/16/2020,33.7,0,0,0,0,1.58,35.28,8,SPECTRA FINANCIAL,50.68,0,0,0,0,26.13,49.2,0,0,0,0,25.37,2020,6
    ,,74971,BC1  ,west,6/16/2020,15.39,0,0,0,0,3.66,19.05,6,BAY CITY INS SERVICE,14.65,8,0,0,0,1.09,14.22,7.77,0,0,0,1.06,2020,6
    ,,247445,ONTA ,central,6/16/2020,0,11.58,0,0,0,0,11.58,1,HEAR WELL BE WELL,0,22.89,0,0,0,0,0,22.22,0,0,0,0,2020,6
    ,,245610,QUE1 ,Quebec,6/16/2020,0,44.29,0,0,0,0,44.29,3,LES FINANCIERS,0,8.48,0,0,0,0,0,8.23,0,0,0,0,2020,6
612,FYIdoctors                                        ,96731,BC1  ,Atlantic,6/16/2020,0,129.45,0,0,0,0,129.45,3,GIONET OPTICAL INC.,0,228.85,0,0,0,11.33,0,222.18,0,0,0,11,2020,6
220,Image Optometry                                   ,172410,BC1  ,west,6/16/2020,0,23.07,0,0,0,0,23.07,2,IMAGE OPTOMETRY HASTINGS #04,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
    ,,238395,QUE2 ,Quebec,6/16/2020,0,11.58,0,0,0,0,11.58,1,IVOIRE SANTE DENTAIRE MONTREAL NORD,0,22.89,0,0,0,0,0,22.22,0,0,0,0,2020,6
    ,,237608,WEST ,west,6/16/2020,0,68.54,0,0,0,0,68.54,2,RED ASSOCIATES ENGINEERING LTD.,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
    ,,98066,BC1  ,west,6/16/2020,0,11.23,0,0,0,0,11.23,1,BULLOCK'S EYE DESIGN,0,90.56,55.08,0,0,11.33,0,87.92,53.48,0,0,11,2020,6
    ,,208976,ONTC ,central,6/16/2020,0,25.99,0,0,0,0,25.99,3,WINMAR #1571027 ONTARIO LTD,0,37.12,0,0,0,0,0,36.04,0,0,0,0,2020,6
    ,,79691,BC1  ,west,6/16/2020,7.18,0,0,0,0,1.72,8.9,4,TWC TOTAL WEALTH CONCEPTS,20.58,0,0,0,0,5.19,19.98,0,0,0,0,5.04,2020,6
    ,,158071,BC1  ,west,6/16/2020,7.65,0,0,0,0,0.51,8.16,3,SUSSEX INSURANCE,21.48,0,0,0,0,1.65,20.85,0,0,0,0,1.6,2020,6
    ,,211634,ONTA ,Quebec,6/16/2020,10.89,0,0,0,0,4.75,15.64,8,FRED EVANS FINANCIAL,6.89,0,0,0,0,8.81,6.69,0,0,0,0,8.55,2020,6
    ,,48836,BC1  ,west,6/16/2020,0,37.84,0,0,0,0.76,38.6,4,ALLWEST INSURANCE SERVICES LTD,0,56.64,0,0,0,0,0,54.99,0,0,0,0,2020,6
    ,,177746,ONTC ,central,6/16/2020,0,57.84,0,0,0,2.55,60.39,3,"PRATT, MURRAY",0,93.69,0,0,0,7.88,0,90.96,0,0,0,7.65,2020,6
    ,,59981,QUE2 ,Quebec,6/16/2020,6.32,0,0,0,0,9.28,15.6,8,LES ASSURANCES J C T INC,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
769,Luxottica                                         ,236300,CORP2,central,6/16/2020,0,13.47,0,0,0,0.58,14.05,2,PEARLE #9858 (LUX),0,15.98,0,0,0,0,0,15.51,0,0,0,0,2020,6
14,Lunetterie New Look                               ,248527,QUE1 ,central,6/16/2020,0,118.97,0,0,0,0,118.97,5,IRIS 826 HURONIA - 826 EYECARE INC.,0,230.6,0,0,0,6.7,0,223.88,0,0,0,6.5,2020,6
    ,,240461,ONTC ,central,6/16/2020,0,26.48,0,0,0,0,26.48,1,REFLECTIONS DENTAL,0,11.09,0,0,0,0,0,10.77,0,0,0,0,2020,6
    ,,53974,BC1  ,west,6/16/2020,29.61,9.3,0,0,0,0,38.91,7,JOHNSTON MEIER INSURANCE BROKERS,86.03,8,0,0,0,10.29,83.52,7.77,0,0,0,9.99,2020,6
    ,,145982,WEST ,west,6/16/2020,5.23,0,0,0,0,0,5.23,1,COURTS FINANCIAL GROUP,12.07,0,0,0,0,5.17,11.72,0,0,0,0,5.02,2020,6
    ,,248706,ONTA ,central,6/16/2020,0,23.16,0,0,0,0,23.16,2,ISLINGTON OPTICAL,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
    ,,249408,WEST ,west,6/16/2020,0,22.06,0,0,0,1.63,23.69,2,TCG FINANCIAL SERVICES CORP.,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
612,FYIdoctors                                        ,247441,BC1  ,central,6/16/2020,0,80.4,0,0,0,0,80.4,8,FYI EYE CARE SERVICES AND PRODUCTS,0,243.06,0,0,0,6.7,0,235.98,0,0,0,6.5,2020,6
    ,,232514,WEST ,west,6/16/2020,8.54,0,0,0,0,7.06,15.6,8,MCGREGOR FINANCIAL INC.,41.55,0,0,0,0,19.85,40.34,0,0,0,0,19.27,2020,6
